timestamp,open,high,low,close,volume
2021-07-29,361.0000,365.5200,356.7400,358.3200,32210926
2021-07-28,374.5600,377.5499,366.9300,373.2800,29676910
2021-07-27,371.9100,373.1500,364.5500,367.8100,15705447
2021-07-26,369.5800,374.4400,368.2200,372.4600,14925222
2021-07-23,360.9100,375.3300,357.1900,369.7900,33694328
2021-07-22,346.6800,351.5400,345.2100,351.1900,12385441
2021-07-21,341.5000,346.5200,341.2500,346.2300,9279657
2021-07-20,338.8000,343.4500,334.5000,341.6600,11024277
2021-07-19,337.5700,339.7900,334.5400,336.9500,14372345
2021-07-16,344.9100,345.9899,340.1400,341.1600,11026093
2021-07-15,349.2348,349.2348,340.2200,344.4600,14781594
2021-07-14,354.5600,355.2000,346.7300,347.6300,13894221
2021-07-13,351.5000,358.4900,348.8000,352.0900,11455963
2021-07-12,351.2300,354.1900,349.6400,353.1600,10018624
2021-07-09,345.3200,350.7100,345.2650,350.4200,13018694
2021-07-08,345.7300,348.3300,342.5600,345.6500,14406457
2021-07-07,355.2600,356.4900,350.0000,350.4900,14218866
2021-07-06,356.5000,358.7900,349.1800,352.7800,13488455
2021-07-02,355.1000,356.4400,352.6200,354.7000,11524614
2021-07-01,346.8200,354.6699,346.5000,354.3900,17137021
2021-06-30,352.1650,352.9200,347.1700,347.7100,15107514
2021-06-29,356.2700,356.7400,349.0500,351.8900,21417305
2021-06-28,342.4600,358.1400,341.7700,355.6400,29156132
2021-06-25,342.5900,344.1200,339.6800,341.3700,14594444
2021-06-24,341.8500,344.9000,341.7900,343.1800,12329096
2021-06-23,339.3500,343.4199,338.2000,340.5900,14817824
2021-06-22,332.6850,339.9200,332.6000,339.0300,15345299
2021-06-21,331.0900,332.9200,327.6500,332.2900,11337522
2021-06-18,334.5300,336.1500,329.0000,329.6600,23039457
2021-06-17,330.4900,337.9800,330.1500,336.5100,17794080
2021-06-16,336.6950,337.5500,328.7200,331.0800,17031281
2021-06-15,336.9900,339.9200,335.0300,336.7500,15795226
2021-06-14,331.9000,336.8200,329.8100,336.7700,12250799
2021-06-11,332.5800,332.8300,328.9300,331.2600,13587916
2021-06-10,330.7850,333.9400,328.5450,332.4600,13240229
2021-06-09,335.7400,336.8000,330.0000,330.2500,13727946
2021-06-08,336.7000,338.2999,332.2400,333.6800,14580464
2021-06-07,329.4800,337.6900,328.9300,336.5800,20136707
2021-06-04,325.9000,332.4550,325.1800,330.3500,13289383
2021-06-03,325.7800,327.3750,323.4800,326.0400,12610788
2021-06-02,330.3800,331.8700,327.1215,329.1500,11654275
2021-06-01,330.1500,331.4200,326.6400,329.1300,11765906
2021-05-28,331.0000,332.8684,328.3300,328.7300,12037430
2021-05-27,328.0000,333.7800,326.7600,332.7500,20477726
2021-05-26,328.3500,329.8299,325.8200,327.6600,9686917
2021-05-25,327.0800,329.1800,324.8000,327.7900,16436965
2021-05-24,318.2100,325.9500,318.0300,324.6300,16445356
2021-05-21,319.2900,319.9300,315.8101,316.2300,13600901
2021-05-20,313.5800,319.2500,313.1600,318.6100,17320241
2021-05-19,304.1850,314.6600,303.5700,313.5900,19106244
2021-05-18,315.5900,316.5000,309.8100,309.9600,14522403
2021-05-17,313.5500,315.6800,311.5800,315.4600,15401343
2021-05-14,309.5400,316.8500,309.0800,315.9400,19245724
2021-05-13,306.0833,308.8600,302.7701,305.2600,18079160
2021-05-12,301.1300,304.9600,298.1900,302.5500,24641010
2021-05-11,300.7500,306.8400,299.6900,306.5300,18920086
2021-05-10,314.3500,314.5786,304.8300,305.9700,24239170
2021-05-07,322.3800,322.9350,318.7500,319.0800,15916743
2021-05-06,314.5200,320.2400,313.2750,320.0200,19012241
2021-05-05,318.1900,321.0600,314.4900,315.0200,15577605
2021-05-04,320.0250,322.1900,313.1200,318.3600,24032557
2021-05-03,326.1700,328.5500,321.8400,322.5800,18719462
2021-04-30,326.1435,329.8200,324.5000,325.0800,26332423
2021-04-29,330.1200,331.8100,321.6100,329.5100,56526771
2021-04-28,307.3600,310.9200,305.3700,307.1000,33907210
2021-04-27,304.2800,305.3400,301.1100,303.5700,15309256
2021-04-26,303.3396,305.8000,301.5600,303.0400,16172593
2021-04-23,298.7600,302.5900,297.1500,301.1300,17559498
2021-04-22,301.3300,302.9200,296.0400,296.5200,16375350
2021-04-21,301.9450,301.9800,297.3900,301.4700,14863474
2021-04-20,301.9900,305.1000,297.2100,302.6500,16796442
2021-04-19,305.0070,307.7000,300.5600,302.2400,14553507
2021-04-16,308.1700,308.9500,304.6100,306.1800,13059163
2021-04-15,306.3400,310.1400,304.1000,307.8200,14558273
2021-04-14,307.3000,308.0300,301.9500,302.8200,17421393
2021-04-13,312.2100,314.4280,309.3200,309.7600,14036927
2021-04-12,311.0500,312.1500,307.9300,311.5400,10881935
2021-04-09,311.4000,314.7400,310.3300,312.4600,15988568
2021-04-08,314.8500,315.8800,310.0500,313.0200,20894148
2021-04-07,306.3400,314.2500,305.5000,313.0900,22855241
2021-04-06,308.8365,311.3500,305.2500,306.2600,17335246
2021-04-05,300.8900,310.7650,300.6800,308.9100,28237006
2021-04-01,298.4000,302.4000,296.6000,298.6600,17615980
2021-03-31,289.9900,296.5000,288.6100,294.5300,19498157
2021-03-30,289.8300,292.4700,286.7000,288.0000,17474537
2021-03-29,285.7700,293.1800,284.7000,290.8200,21718831
2021-03-26,278.3018,284.5000,277.7700,283.0200,17629185
2021-03-25,280.9800,288.0600,277.7500,278.7400,24505648
2021-03-24,291.0000,291.7200,281.1600,282.1400,18675046
2021-03-23,293.1500,298.0000,289.8100,290.6300,23000929
2021-03-22,290.4500,299.7050,286.7501,293.5400,28273073
2021-03-19,281.2200,292.8000,281.1950,290.1100,38930536
2021-03-18,279.8700,285.1899,278.2800,278.6200,18754853
2021-03-17,275.7050,286.2300,275.4100,284.0100,21315044
2021-03-16,276.0850,282.1400,274.8000,279.2800,22437665
2021-03-15,269.0800,275.9600,268.5000,273.7500,16856746
2021-03-12,269.1400,269.7400,264.0200,268.4000,20600198
2021-03-11,268.1100,277.9000,267.8200,273.8800,21833979
2021-03-10,268.6400,268.9700,262.8700,264.9000,14210318
2021-03-09,261.1750,268.5300,259.8100,265.7400,22039740
