timestamp,open,high,low,close,volume
2021-05-04,230.2500,231.4800,225.4500,227.9000,13260487
2021-05-03,231.2700,236.1699,230.4052,230.7100,13620874
2021-04-30,231.7700,233.8500,230.5100,230.9500,9326397
2021-04-29,237.7900,238.0500,232.6000,234.1800,9552775
2021-04-28,237.5700,239.2200,236.3300,236.7200,9187713
2021-04-27,233.4400,236.9300,232.0800,235.9200,11646347
2021-04-26,231.5000,233.4900,230.8200,232.7000,7792876
2021-04-23,230.6500,233.0000,230.5100,232.0800,8972039
2021-04-22,228.7650,234.0000,227.8201,229.3500,11986213
2021-04-21,229.3300,229.4900,226.0701,229.4400,14315893
2021-04-20,232.8700,234.6300,228.4301,229.8800,12093949
2021-04-19,237.4400,238.4200,232.8100,234.7800,11216015
2021-04-16,241.8900,241.8900,237.8200,238.6900,14418796
2021-04-15,240.0000,240.9500,238.1268,239.0900,11288944
2021-04-14,244.3700,245.0900,238.6500,239.2300,12405169
2021-04-13,243.6600,245.6900,239.6900,241.8900,20793040
2021-04-12,237.8900,244.9100,236.6500,244.0100,57500267
2021-04-09,224.8500,225.0700,221.3200,223.3100,19763033
2021-04-08,228.5000,229.4200,226.6200,228.2400,12211328
2021-04-07,226.1100,228.1900,224.8000,225.4200,18034852
2021-04-06,226.0300,232.0000,225.7400,230.5700,18100363
2021-04-05,226.5300,226.5700,222.5200,225.3000,14962135
2021-04-01,230.6800,231.2500,223.5000,224.3600,23497464
2021-03-31,229.8900,231.5200,226.4700,226.7300,16825400
2021-03-30,229.2700,230.4500,226.6400,229.2500,14828659
2021-03-29,225.4900,232.3800,225.1000,231.8600,18029105
2021-03-26,222.0000,229.2390,220.4200,227.2600,22030750
2021-03-25,225.0000,229.2400,222.5000,222.7200,24819815
2021-03-24,236.8300,237.3000,229.2400,229.5900,15949850
2021-03-23,237.3000,241.1200,235.5000,237.6700,12295566
2021-03-22,235.8550,238.5300,235.0000,237.1200,12063171
2021-03-19,239.6600,241.6000,236.8838,239.7900,15959658
2021-03-18,238.5600,239.5000,235.5600,236.4300,14836080
2021-03-17,226.5000,235.6300,225.8100,233.3400,16949507
2021-03-16,228.0700,229.8500,225.5300,226.9300,19336592
2021-03-15,228.4100,230.4500,226.2600,230.2800,14520334
2021-03-12,233.6950,235.4500,229.7058,231.8700,17778446
2021-03-11,237.2000,241.7200,235.0000,240.8000,15162534
2021-03-10,241.0000,241.3250,233.6400,234.3000,10491176
2021-03-09,233.3800,238.7400,233.0750,238.1400,15291260
